ReviewTitle,ReviewBody,ReviewStar,Product
"Battery life down from 6 hours to 2 minutes in 3 months
","Didn't last for even 3 months. Was very happy with the product initially but as all the other reviewers have mentioned, the battery is worst. The battery life reduced slowly from 6 hours to now 2 minutes.Really was not expecting this from a jbl product.Lost trust on the jbl brand
",4,JBL T110BT
"Three Stars
","Average product..I expecting more from jbl
",3,JBL T110BT
"Four Stars
","Sound is good...But battery life is approximately 4-5 hours....Slips from the neck  while running...
",4,JBL T110BT
"Good!!!! Must take!!!  Very attractive
","good sound although it is  Bluetooth!!!!
",3,JBL T110BT
"well satisfied
","its a great product i suppose best bluetooth earphones under 2500. Great quality, great sound but has a little trouble in connecting with the laptops
",5,JBL T110BT
"Powerful bass
","Powerful bass and easy to use.
",5,JBL T110BT
"jbl t110bt excellent performance and excellent battery life
","very excellent product jbl harmon music
",5,JBL T110BT
"Three Stars
","Not good
",3,JBL T110BT
"Best one for 2k
","Product is worth of the money. Good Sound quality .
",4,JBL T110BT
"Best and best
","As expected top and best ever good amount of bass also superb clarity.met my expectations.good job jbl u r d best ever!! Im using this from more than a month best
",5,JBL T110BT
"Overall
","Below average
",1,JBL T110BT
"Four Stars
","Loved the carlity and bass of the eaphones. Worth the buy!!
",4,JBL T110BT
"Owsem product
","Product  is owsemBt usb too achii detyy jbl walonBass is owsm
",5,JBL T110BT
"One Star
","Box is empty
",1,JBL T110BT
"Sound is not as per JBL you may try others like boat etc in same price
","I have to use external bass booster to listen music... Battery backup is good.
",3,JBL T110BT
"Not for exercisers & runners
","I am disappointed because it's not sweat & water proof & the packaging box is also torned.
",3,JBL T110BT
"Mis selling
","Faulty product, doesn't make sense to buy it. No bass!
",1,JBL T110BT
"Connectivity
","Awesome product
",5,JBL T110BT
"😍
","Wounder full product
",5,JBL T110BT
"I like it bass
","Amazing product
",4,JBL T110BT
"Sounds quality is very good
","Excellent product
",5,JBL T110BT
"Breach of faith
","Hey guysHighly not recommended productI do understand that reviews of product can be very useful for making any purchase but for this product I am sharing mine personal experience. No doubt this product seems to you very attractive and it should be at last it's Jbl product.But friends don't buy this product from amazon, this is not a genuine productAfter 28 days of purchasing this product, it started showing charging productsNo matter how much u charged it will not last for more than 5 minutes and guys amazon will not at all help you to get this product refundAnd you have to contact the jbl service center which is really very much hecticMy point of purchase is amazon but they simply denied to help me furtherPlease don't waste your money and time2000 rupees is not a small amountIt's get time to earn this money and entire money will go in to vain
",1,JBL T110BT
"I am extremely disappointed with the product
","I am extremely disappointed with the product. It was on sale...but I did not realize it was a defective/old piece. The battery life has deteriorated within two weeks of its purchase. It discharges within 10 mins of a full charge. This is not acceptable because we did not want a old piece when we ordered at a good price. Bad publicity for the brand
",1,JBL T110BT
"Functional. Not best-in-class sound.
","Pros: Functional, does the job, fits very well in the ear insulating external sounds well, good range, good build quality, good for workouts.Cons: Very average bass. If you have experienced something like Sony MDR-XB55AP, then you can't settle for this sound at this price.Verdict: Best bluetooth buds at this price. But Sony MDR-XB55AP or even Skullcandy offer much better sound at this price. So if you're an audiophile, looks elsewhere.
",3,JBL T110BT
"This is a nice product. Easy to use
","This is a nice product.Easy to use, easily connects with I-phone. I will be sharing detailed experience soon.Its been 20 days and no complaints yet.
",5,JBL T110BT
"You will be amazed by the BASS and the noise cancellation...
","I got it for 1900 and believe me you can't get any better bluetooth earphone on this budget...  Noise cancellation is great, before reaching top volume your ambience will be mute doesn't matter how much noise is there... Sound quality is great in a quite place you can't listen to top volume (if you're not a hard core Metallica fan, for them no headphone has enough sound). The bass is the main highlight of this earphone, you can enjoy every beat of music. Great pricing from JBL. highly satisfied... 5/5 points...
",5,JBL T110BT
"Jbl I received is first copy product
","The product is not working as it don't detect to my phone honor 6x and not playing music in it . you can't use it as regular ear phones, while using right ear is painful on continuously usage.
",1,JBL T110BT
"Fantastic effect
","Wonder ful product at great price tag.... I'm writing this review after two to three weeks of Usage, if you charge this for 10 to 15 mins you can use it for 1 to 2hrs... Eat buds are awesome... One year warranty thats cool..
",5,JBL T110BT
"Read the full review then buy....!!
","this device here received a tons of negativity on Amazon and other sites but just a quick note that when we shift from wired to wireless the sound quality really affects so if we have to compare we should do it with other wireless earphones not the wired one .The sound quality is nice, not crystal clear but good enough.The bass is good. Perfect for EDM lovers Electronic dance music.The connection range is amazing .It's really easy to connect to new deviceson the physical overview, it has got a really big neckband which is kind of annoying most of the times and it has 3 buttons - one to play and pause  music or receive call or end and the other two to change the music as well as to change volume, depending the time u press those keyswhen we talk about the looks of the device it looks good if you are wearing a shirt or a t-shirt with a collar so u can hide the neck ban in the collar if not then it's uncomfortable and also looks awkward at the same timeat a price point of 2000rs and jbl branding it is a fair pricetime for the big deal the pros and conspros;Noise cancellation works very well.Battery life is good. The output of a fully charged device is around 6-8 hours  depending on the volumebuild quality is amazingCons:The device does not sit perfectly on your shoulder, it slides aboutThe magnets that are supposed to hold the earbuds together are very weak and keep disconnecting.bass is not much as jbl devices are known for high bassThis is a great device but the wireless earphones lacks in either sound/battery/looks/comfort and this one lacks in comfort
",4,JBL T110BT
